"County","date","Absentee Applications","Ballots Reported Sent","Ballots Reported Returned","In-Person Absentee Ballots","reg_voter","total_est","vap_est","cvap_est","oneday_absentee_app","oneday_ballot_sent","oneday_ballot_returned","oneday_absentee_person","oneday_absentee_app_prop","oneday_ballot_sent_prop","oneday_ballot_returned_prop","oneday_absentee_person_prop","week","oneweek_absentee_app.x","ooneweek_ballot_sent","oneweek_ballot_returned","oneweek_absentee_person","oneweek_absentee_app.y","lag.value","oneweek_absentee_app_prop","prop_reg_absentee_applied","prop_reg_absentee_person","prop_vap_reg","prop_cvap_reg","prop_ballot_sent","prop_ballot_returned","prop_reg_absentee_applied_wk","prop_reg_absentee_person_wk","prop_ballot_sent_wk","prop_ballot_returned_wk","total_absentee_requests"
"CALUMET COUNTY",2020-09-28,10208,10005,1334,NA,32080,49805,37540,37225,35,6,59,NA,0.00344047970116976,0.0006000600060006,0.0462745098039216,NA,5,877,895,2227,NA,877,833,0.0528211284513806,0.32,NA,0.85,0.86,0.98,0.13,0.32,NA,0.98,0.13,2066233
"CALUMET COUNTY",2020-09-29,10396,10171,1932,NA,32080,49805,37540,37225,188,166,598,NA,0.0184169278996865,0.016591704147926,0.448275862068966,NA,5,877,895,2227,NA,877,833,0.0528211284513806,0.32,NA,0.85,0.86,0.98,0.19,0.32,NA,0.98,0.19,2066233
"CALUMET COUNTY",2020-09-30,10556,10317,2311,NA,32080,49805,37540,37225,160,146,379,NA,0.015390534821085,0.0143545374102841,0.196169772256729,NA,5,877,895,2227,NA,877,833,0.0528211284513806,0.33,NA,0.85,0.86,0.98,0.22,0.33,NA,0.98,0.22,2066233
"CALUMET COUNTY",2020-10-01,10737,10490,2511,NA,32080,49805,37540,37225,181,173,200,NA,0.0171466464569913,0.0167684404381119,0.0865426222414539,NA,5,877,895,2227,NA,877,833,0.0528211284513806,0.33,NA,0.85,0.86,0.98,0.23,0.33,NA,0.98,0.23,2066233
"CALUMET COUNTY",2020-10-02,10873,10727,2825,NA,32080,49805,37540,37225,136,237,314,NA,0.0126664803948962,0.0225929456625357,0.125049780963759,NA,5,877,895,2227,NA,877,833,0.0528211284513806,0.34,NA,0.85,0.86,0.99,0.26,0.34,NA,0.99,0.26,2066233
"CALUMET COUNTY",2020-10-03,10963,10793,3442,NA,32080,49805,37540,37225,90,66,617,NA,0.00827738434654649,0.00615269879742705,0.218407079646018,NA,5,877,895,2227,NA,877,833,0.0528211284513806,0.34,NA,0.85,0.86,0.98,0.31,0.34,NA,0.98,0.31,2066233
"CALUMET COUNTY",2020-10-04,11050,10894,3502,NA,32080,49805,37540,37225,87,101,60,NA,0.00793578400072973,0.00935791716853516,0.0174317257408483,NA,5,877,895,2227,NA,877,833,0.0528211284513806,0.34,NA,0.85,0.86,0.99,0.32,0.34,NA,0.99,0.32,2066233
"CALUMET COUNTY",2020-10-05,11067,10904,3505,NA,32080,49805,37540,37225,17,10,3,NA,0.00153846153846154,0.000917936478795667,0.00085665334094803,NA,6,932,992,2184,NA,932,877,0.0627137970353478,0.34,NA,0.85,0.86,0.99,0.32,0.34,NA,0.99,0.32,2066233
"CALUMET COUNTY",2020-10-06,11177,11018,3814,NA,32080,49805,37540,37225,110,114,309,NA,0.00993945965482967,0.010454878943507,0.0881597717546362,NA,6,932,992,2184,NA,932,877,0.0627137970353478,0.35,NA,0.85,0.86,0.99,0.34,0.35,NA,0.99,0.34,2066233
"CALUMET COUNTY",2020-10-07,11314,11149,4341,NA,32080,49805,37540,37225,137,131,527,NA,0.0122573141272256,0.0118896351424941,0.138175144205558,NA,6,932,992,2184,NA,932,877,0.0627137970353478,0.35,NA,0.85,0.86,0.99,0.38,0.35,NA,0.99,0.38,2066233
"CALUMET COUNTY",2020-10-08,11556,11389,4865,NA,32080,49805,37540,37225,242,240,524,NA,0.0213894290259855,0.0215265943133913,0.120709513936881,NA,6,932,992,2184,NA,932,877,0.0627137970353478,0.36,NA,0.85,0.86,0.99,0.42,0.36,NA,0.99,0.42,2066233
"CALUMET COUNTY",2020-10-09,11668,11499,5261,NA,32080,49805,37540,37225,112,110,396,NA,0.00969193492557979,0.00965844235665994,0.0813977389516958,NA,6,932,992,2184,NA,932,877,0.0627137970353478,0.36,NA,0.85,0.86,0.99,0.45,0.36,NA,0.99,0.45,2066233
"CALUMET COUNTY",2020-10-10,11811,11681,5415,NA,32080,49805,37540,37225,143,182,154,NA,0.0122557422008913,0.0158274632576746,0.0292720015206235,NA,6,932,992,2184,NA,932,877,0.0627137970353478,0.37,NA,0.85,0.86,0.99,0.46,0.37,NA,0.99,0.46,2066233
"CALUMET COUNTY",2020-10-11,11982,11886,5686,NA,32080,49805,37540,37225,171,205,271,NA,0.0144780289560579,0.0175498673058813,0.0500461680517082,NA,6,932,992,2184,NA,932,877,0.0627137970353478,0.37,NA,0.85,0.86,0.99,0.47,0.37,NA,0.99,0.47,2066233
"CALUMET COUNTY",2020-10-12,12004,11896,5688,NA,32080,49805,37540,37225,22,10,2,NA,0.00183608746453013,0.000841325929665152,0.000351741118536757,NA,7,896,914,1819,NA,896,932,-0.0386266094420601,0.37,NA,0.85,0.86,0.99,0.47,0.37,NA,0.99,0.47,2066233
"CALUMET COUNTY",2020-10-13,12203,12027,5958,NA,32080,49805,37540,37225,199,131,270,NA,0.0165778073975342,0.0110121049092132,0.0474683544303797,NA,7,896,914,1819,NA,896,932,-0.0386266094420601,0.38,NA,0.85,0.86,0.99,0.49,0.38,NA,0.99,0.49,2066233
"CALUMET COUNTY",2020-10-14,12360,12271,6171,NA,32080,49805,37540,37225,157,244,213,NA,0.0128656887650578,0.0202876860397439,0.0357502517623364,NA,7,896,914,1819,NA,896,932,-0.0386266094420601,0.39,NA,0.85,0.86,0.99,0.5,0.39,NA,0.99,0.5,2066233
"CALUMET COUNTY",2020-10-15,12484,12370,6545,NA,32080,49805,37540,37225,124,99,374,NA,0.0100323624595469,0.00806780213511531,0.0606060606060606,NA,7,896,914,1819,NA,896,932,-0.0386266094420601,0.39,NA,0.85,0.86,0.99,0.52,0.39,NA,0.99,0.52,2066233
"CALUMET COUNTY",2020-10-16,12708,12623,6936,NA,32080,49805,37540,37225,224,253,391,NA,0.0179429669977571,0.0204527081649151,0.0597402597402597,NA,7,896,914,1819,NA,896,932,-0.0386266094420601,0.4,NA,0.85,0.86,0.99,0.55,0.4,NA,0.99,0.55,2066233
"CALUMET COUNTY",2020-10-17,12858,12777,7336,NA,32080,49805,37540,37225,150,154,400,NA,0.0118035882908404,0.0121999524677177,0.0576701268742791,NA,7,896,914,1819,NA,896,932,-0.0386266094420601,0.4,NA,0.85,0.86,0.99,0.57,0.4,NA,0.99,0.57,2066233
"CALUMET COUNTY",2020-10-18,12878,12800,7505,NA,32080,49805,37540,37225,20,23,169,NA,0.00155545185876497,0.00180010957188698,0.0230370774263904,NA,7,896,914,1819,NA,896,932,-0.0386266094420601,0.4,NA,0.85,0.86,0.99,0.58,0.4,NA,0.99,0.58,2066233
"CALUMET COUNTY",2020-10-19,12892,12826,7508,NA,32080,49805,37540,37225,14,26,3,NA,0.00108712533002019,0.00203125,0.000399733510992672,NA,8,388,360,1697,NA,388,896,-0.566964285714286,0.4,NA,0.85,0.86,0.99,0.58,0.4,NA,0.99,0.58,2066233
"CALUMET COUNTY",2020-10-20,12994,12888,7896,NA,32080,49805,37540,37225,102,62,388,NA,0.0079118833385045,0.00483393107749883,0.0516782099094299,NA,8,388,360,1697,NA,388,896,-0.566964285714286,0.41,NA,0.85,0.86,0.99,0.61,0.41,NA,0.99,0.61,2066233
"CALUMET COUNTY",2020-10-21,13058,12992,8234,499,32080,49805,37540,37225,64,104,338,NA,0.00492535016161305,0.00806952203600248,0.042806484295846,NA,8,388,360,1697,NA,388,896,-0.566964285714286,0.41,0.02,0.85,0.86,0.99,0.63,0.41,0.02,0.99,0.63,2066233
"CALUMET COUNTY",2020-10-22,13153,13061,8714,1019,32080,49805,37540,37225,95,69,480,520,0.00727523357328841,0.005310960591133,0.0582948749089143,1.04208416833667,8,388,360,1697,NA,388,896,-0.566964285714286,0.41,0.03,0.85,0.86,0.99,0.66,0.41,0.03,0.99,0.66,2066233
"CALUMET COUNTY",2020-10-23,13210,13112,8904,1488,32080,49805,37540,37225,57,51,190,469,0.00433361210370258,0.00390475461296991,0.0218039935735598,0.460255152109912,8,388,360,1697,NA,388,896,-0.566964285714286,0.41,0.05,0.85,0.86,0.99,0.67,0.41,0.05,0.99,0.67,2066233
"CALUMET COUNTY",2020-10-24,13263,13158,9184,2060,32080,49805,37540,37225,53,46,280,572,0.00401211203633611,0.00350823672971324,0.0314465408805031,0.384408602150538,8,388,360,1697,NA,388,896,-0.566964285714286,0.41,0.06,0.85,0.86,0.99,0.69,0.41,0.06,0.99,0.69,2066233
"CALUMET COUNTY",2020-10-25,13266,13160,9202,2060,32080,49805,37540,37225,3,2,18,0,0.000226193168966297,0.000151998784009728,0.00195993031358885,0,8,388,360,1697,NA,388,896,-0.566964285714286,0.41,0.06,0.85,0.86,0.99,0.69,0.41,0.06,0.99,0.69,2066233
"CALUMET COUNTY",2020-10-26,13386,13329,9753,2073,32080,49805,37540,37225,120,169,551,13,0.00904568068747173,0.0128419452887538,0.0598782873288416,0.00631067961165049,9,407,480,2903,2566,407,388,0.0489690721649485,0.42,0.06,0.85,0.86,1,0.73,0.42,0.06,1,0.73,2066233
"CALUMET COUNTY",2020-10-27,13439,13403,10280,2593,32080,49805,37540,37225,53,74,527,520,0.00395936052592261,0.00555180433640933,0.054034656003281,0.250844187168355,9,407,480,2903,2566,407,388,0.0489690721649485,0.42,0.08,0.85,0.86,1,0.76,0.42,0.08,1,0.76,2066233
"CALUMET COUNTY",2020-10-28,13462,13423,10544,2988,32080,49805,37540,37225,23,20,264,395,0.00171143686286182,0.00149220323808103,0.0256809338521401,0.152333204782106,9,407,480,2903,2566,407,388,0.0489690721649485,0.42,0.09,0.85,0.86,1,0.78,0.42,0.09,1,0.78,2066233
"CALUMET COUNTY",2020-10-29,13558,13522,10862,3420,32080,49805,37540,37225,96,99,318,432,0.0071311840736889,0.00737540043209417,0.0301593323216995,0.144578313253012,9,407,480,2903,2566,407,388,0.0489690721649485,0.42,0.11,0.85,0.86,1,0.8,0.42,0.11,1,0.8,2066233
"CALUMET COUNTY",2020-10-30,13560,13523,11232,3957,32080,49805,37540,37225,2,1,370,537,0.000147514382652309,7.39535571660997e-05,0.0340637083410053,0.157017543859649,9,407,480,2903,2566,407,388,0.0489690721649485,0.42,0.12,0.85,0.86,1,0.83,0.42,0.12,1,0.83,2066233
"CALUMET COUNTY",2020-10-31,13671,13638,11943,4622,32080,49805,37540,37225,111,115,711,665,0.0081858407079646,0.00850403017082008,0.063301282051282,0.168056608541825,9,407,480,2903,2566,407,388,0.0489690721649485,0.43,0.14,0.85,0.86,1,0.87,0.43,0.14,1,0.87,2066233
"CALUMET COUNTY",2020-11-01,13673,13640,12105,4626,32080,49805,37540,37225,2,2,162,4,0.000146295077170653,0.000146649068778413,0.0135644310474755,0.000865426222414539,9,407,480,2903,2566,407,388,0.0489690721649485,0.43,0.14,0.85,0.86,1,0.89,0.43,0.14,1,0.89,2066233
"CALUMET COUNTY",2020-11-02,13673,13640,12129,4627,32080,49805,37540,37225,0,0,24,1,0,0,0.00198265179677819,0.000216169476869866,10,0,0,24,1,0,407,-1,0.43,0.14,0.85,0.86,1,0.89,0.43,0.14,1,0.89,2066233
"CHIPPEWA COUNTY",2020-09-01,7939,NA,NA,NA,37877,63635,49165,48770,0,0,0,0,NA,NA,NA,NA,1,197,NA,NA,NA,197,NA,NA,0.21,NA,0.77,0.78,NA,NA,0.21,NA,NA,NA,2066233
"CHIPPEWA COUNTY",2020-09-02,8034,NA,NA,NA,37877,63635,49165,48770,95,NA,NA,NA,0.0119662425998237,NA,NA,NA,1,197,NA,NA,NA,197,NA,NA,0.21,NA,0.77,0.78,NA,NA,0.21,NA,NA,NA,2066233
"CHIPPEWA COUNTY",2020-09-03,8088,NA,NA,NA,37877,63635,49165,48770,54,NA,NA,NA,0.00672143390589993,NA,NA,NA,1,197,NA,NA,NA,197,NA,NA,0.21,NA,0.77,0.78,NA,NA,0.21,NA,NA,NA,2066233
"CHIPPEWA COUNTY",2020-09-04,8136,NA,NA,NA,37877,63635,49165,48770,48,NA,NA,NA,0.00593471810089021,NA,NA,NA,1,197,NA,NA,NA,197,NA,NA,0.21,NA,0.77,0.78,NA,NA,0.21,NA,NA,NA,2066233
"CHIPPEWA COUNTY",2020-09-07,8324,NA,NA,NA,37877,63635,49165,48770,188,NA,NA,NA,0.0231071779744346,NA,NA,NA,2,625,NA,NA,NA,625,197,2.17258883248731,0.22,NA,0.77,0.78,NA,NA,0.22,NA,NA,NA,2066233
"CHIPPEWA COUNTY",2020-09-08,8347,NA,NA,NA,37877,63635,49165,48770,23,NA,NA,NA,0.00276309466602595,NA,NA,NA,2,625,NA,NA,NA,625,197,2.17258883248731,0.22,NA,0.77,0.78,NA,NA,0.22,NA,NA,NA,2066233
"CHIPPEWA COUNTY",2020-09-09,8529,NA,NA,NA,37877,63635,49165,48770,182,NA,NA,NA,0.0218042410446867,NA,NA,NA,2,625,NA,NA,NA,625,197,2.17258883248731,0.23,NA,0.77,0.78,NA,NA,0.23,NA,NA,NA,2066233
"CHIPPEWA COUNTY",2020-09-10,8632,NA,NA,NA,37877,63635,49165,48770,103,NA,NA,NA,0.012076445069762,NA,NA,NA,2,625,NA,NA,NA,625,197,2.17258883248731,0.23,NA,0.77,0.78,NA,NA,0.23,NA,NA,NA,2066233
"CHIPPEWA COUNTY",2020-09-11,8696,NA,NA,NA,37877,63635,49165,48770,64,NA,NA,NA,0.00741427247451344,NA,NA,NA,2,625,NA,NA,NA,625,197,2.17258883248731,0.23,NA,0.77,0.78,NA,NA,0.23,NA,NA,NA,2066233
"CHIPPEWA COUNTY",2020-09-12,8761,NA,NA,NA,37877,63635,49165,48770,65,NA,NA,NA,0.00747470101195952,NA,NA,NA,2,625,NA,NA,NA,625,197,2.17258883248731,0.23,NA,0.77,0.78,NA,NA,0.23,NA,NA,NA,2066233
"CHIPPEWA COUNTY",2020-09-14,8798,NA,NA,NA,37877,63635,49165,48770,37,NA,NA,NA,0.00422326218468211,NA,NA,NA,3,614,NA,NA,NA,614,625,-0.0176,0.23,NA,0.77,0.78,NA,NA,0.23,NA,NA,NA,2066233
"CHIPPEWA COUNTY",2020-09-15,8883,NA,NA,NA,37877,63635,49165,48770,85,NA,NA,NA,0.0096612866560582,NA,NA,NA,3,614,NA,NA,NA,614,625,-0.0176,0.23,NA,0.77,0.78,NA,NA,0.23,NA,NA,NA,2066233
"CHIPPEWA COUNTY",2020-09-16,8997,NA,NA,NA,37877,63635,49165,48770,114,NA,NA,NA,0.0128335021952043,NA,NA,NA,3,614,NA,NA,NA,614,625,-0.0176,0.24,NA,0.77,0.78,NA,NA,0.24,NA,NA,NA,2066233
"CHIPPEWA COUNTY",2020-09-17,9106,4402,0,NA,37877,63635,49165,48770,109,NA,NA,NA,0.0121151494942759,NA,NA,NA,3,614,NA,NA,NA,614,625,-0.0176,0.24,NA,0.77,0.78,0.48,0,0.24,NA,0.48,0,2066233
"CHIPPEWA COUNTY",2020-09-18,9280,6240,1,NA,37877,63635,49165,48770,174,1838,1,NA,0.0191082802547771,0.41753748296229,Inf,NA,3,614,NA,NA,NA,614,625,-0.0176,0.25,NA,0.77,0.78,0.67,0,0.25,NA,0.67,0,2066233
"CHIPPEWA COUNTY",2020-09-19,9375,8672,13,NA,37877,63635,49165,48770,95,2432,12,NA,0.0102370689655172,0.38974358974359,12,NA,3,614,NA,NA,NA,614,625,-0.0176,0.25,NA,0.77,0.78,0.93,0,0.25,NA,0.93,0,2066233
"CHIPPEWA COUNTY",2020-09-21,9423,8685,13,NA,37877,63635,49165,48770,48,13,0,NA,0.00512,0.00149907749077491,0,NA,4,712,1142,1778,NA,712,614,0.159609120521173,0.25,NA,0.77,0.78,0.92,0,0.25,NA,0.92,0,2066233
"CHIPPEWA COUNTY",2020-09-22,9559,9111,197,NA,37877,63635,49165,48770,136,426,184,NA,0.0144327708797623,0.0490500863557858,14.1538461538462,NA,4,712,1142,1778,NA,712,614,0.159609120521173,0.25,NA,0.77,0.78,0.95,0.02,0.25,NA,0.95,0.02,2066233
"CHIPPEWA COUNTY",2020-09-23,9664,9306,427,NA,37877,63635,49165,48770,105,195,230,NA,0.0109844125954598,0.0214027000329272,1.16751269035533,NA,4,712,1142,1778,NA,712,614,0.159609120521173,0.26,NA,0.77,0.78,0.96,0.04,0.26,NA,0.96,0.04,2066233
"CHIPPEWA COUNTY",2020-09-24,9808,9438,896,NA,37877,63635,49165,48770,144,132,469,NA,0.0149006622516556,0.0141843971631206,1.09836065573771,NA,4,712,1142,1778,NA,712,614,0.159609120521173,0.26,NA,0.77,0.78,0.96,0.09,0.26,NA,0.96,0.09,2066233
"CHIPPEWA COUNTY",2020-09-25,9929,9687,1381,NA,37877,63635,49165,48770,121,249,485,NA,0.012336867862969,0.02638270820089,0.541294642857143,NA,4,712,1142,1778,NA,712,614,0.159609120521173,0.26,NA,0.77,0.78,0.98,0.14,0.26,NA,0.98,0.14,2066233
"CHIPPEWA COUNTY",2020-09-26,10025,9801,1710,NA,37877,63635,49165,48770,96,114,329,NA,0.00966864739651526,0.0117683493341592,0.238233164373642,NA,4,712,1142,1778,NA,712,614,0.159609120521173,0.26,NA,0.77,0.78,0.98,0.17,0.26,NA,0.98,0.17,2066233
"CHIPPEWA COUNTY",2020-09-27,10087,9814,1791,NA,37877,63635,49165,48770,62,13,81,NA,0.00618453865336658,0.00132639526578921,0.0473684210526316,NA,4,712,1142,1778,NA,712,614,0.159609120521173,0.27,NA,0.77,0.78,0.97,0.18,0.27,NA,0.97,0.18,2066233
"CHIPPEWA COUNTY",2020-09-28,10125,9827,1835,NA,37877,63635,49165,48770,38,13,44,NA,0.00376722514127094,0.00132463827185653,0.0245672808486879,NA,5,623,701,2158,NA,623,712,-0.125,0.27,NA,0.77,0.78,0.97,0.18,0.27,NA,0.97,0.18,2066233
"CHIPPEWA COUNTY",2020-09-29,10257,9993,2529,NA,37877,63635,49165,48770,132,166,694,NA,0.013037037037037,0.0168922356772158,0.378201634877384,NA,5,623,701,2158,NA,623,712,-0.125,0.27,NA,0.77,0.78,0.97,0.25,0.27,NA,0.97,0.25,2066233
"CHIPPEWA COUNTY",2020-09-30,10379,10115,2845,NA,37877,63635,49165,48770,122,122,316,NA,0.0118943160768256,0.0122085459821875,0.12495057334915,NA,5,623,701,2158,NA,623,712,-0.125,0.27,NA,0.77,0.78,0.97,0.27,0.27,NA,0.97,0.27,2066233
"CHIPPEWA COUNTY",2020-10-01,10470,10303,3280,NA,37877,63635,49165,48770,91,188,435,NA,0.0087677040177281,0.0185862580326248,0.152899824253076,NA,5,623,701,2158,NA,623,712,-0.125,0.28,NA,0.77,0.78,0.98,0.31,0.28,NA,0.98,0.31,2066233
"CHIPPEWA COUNTY",2020-10-02,10592,10434,3622,NA,37877,63635,49165,48770,122,131,342,NA,0.0116523400191022,0.0127147432786567,0.104268292682927,NA,5,623,701,2158,NA,623,712,-0.125,0.28,NA,0.77,0.78,0.99,0.34,0.28,NA,0.99,0.34,2066233
"CHIPPEWA COUNTY",2020-10-03,10677,10511,3949,NA,37877,63635,49165,48770,85,77,327,NA,0.00802492447129909,0.00737972014567759,0.090281612368857,NA,5,623,701,2158,NA,623,712,-0.125,0.28,NA,0.77,0.78,0.98,0.37,0.28,NA,0.98,0.37,2066233
"CHIPPEWA COUNTY",2020-10-04,10710,10515,3949,NA,37877,63635,49165,48770,33,4,0,NA,0.00309075583028941,0.000380553705641709,0,NA,5,623,701,2158,NA,623,712,-0.125,0.28,NA,0.77,0.78,0.98,0.37,0.28,NA,0.98,0.37,2066233
"CHIPPEWA COUNTY",2020-10-05,10755,10574,4025,NA,37877,63635,49165,48770,45,59,76,NA,0.00420168067226891,0.00561103185924869,0.0192453785768549,NA,6,654,690,1841,NA,654,623,0.0497592295345104,0.28,NA,0.77,0.78,0.98,0.37,0.28,NA,0.98,0.37,2066233
"CHIPPEWA COUNTY",2020-10-06,10927,10653,4411,NA,37877,63635,49165,48770,172,79,386,NA,0.0159925615992562,0.00747115566483828,0.0959006211180124,NA,6,654,690,1841,NA,654,623,0.0497592295345104,0.29,NA,0.77,0.78,0.97,0.4,0.29,NA,0.97,0.4,2066233
"CHIPPEWA COUNTY",2020-10-07,11075,10804,4782,NA,37877,63635,49165,48770,148,151,371,NA,0.013544431225405,0.0141744109640477,0.0841079120380866,NA,6,654,690,1841,NA,654,623,0.0497592295345104,0.29,NA,0.77,0.78,0.98,0.43,0.29,NA,0.98,0.43,2066233
"CHIPPEWA COUNTY",2020-10-08,11186,11004,5244,NA,37877,63635,49165,48770,111,200,462,NA,0.0100225733634312,0.0185116623472788,0.0966122961104141,NA,6,654,690,1841,NA,654,623,0.0497592295345104,0.3,NA,0.77,0.78,0.98,0.47,0.3,NA,0.98,0.47,2066233
"CHIPPEWA COUNTY",2020-10-09,11285,11117,5530,NA,37877,63635,49165,48770,99,113,286,NA,0.00885034865009834,0.0102689930934206,0.0545385202135774,NA,6,654,690,1841,NA,654,623,0.0497592295345104,0.3,NA,0.77,0.78,0.99,0.49,0.3,NA,0.99,0.49,2066233
"CHIPPEWA COUNTY",2020-10-10,11357,11204,5785,NA,37877,63635,49165,48770,72,87,255,NA,0.00638015064244572,0.00782585229828191,0.0461121157323689,NA,6,654,690,1841,NA,654,623,0.0497592295345104,0.3,NA,0.77,0.78,0.99,0.51,0.3,NA,0.99,0.51,2066233
"CHIPPEWA COUNTY",2020-10-11,11364,11205,5790,NA,37877,63635,49165,48770,7,1,5,NA,0.000616359954213261,8.92538379150304e-05,0.000864304235090752,NA,6,654,690,1841,NA,654,623,0.0497592295345104,0.3,NA,0.77,0.78,0.99,0.51,0.3,NA,0.99,0.51,2066233
"CHIPPEWA COUNTY",2020-10-12,11402,11240,5831,NA,37877,63635,49165,48770,38,35,41,NA,0.00334389299542415,0.00312360553324409,0.00708117443868739,NA,7,667,685,1511,NA,667,654,0.0198776758409786,0.3,NA,0.77,0.78,0.99,0.51,0.3,NA,0.99,0.51,2066233
"CHIPPEWA COUNTY",2020-10-13,11598,11440,6162,NA,37877,63635,49165,48770,196,200,331,NA,0.0171899666725136,0.0177935943060498,0.0567655633682044,NA,7,667,685,1511,NA,667,654,0.0198776758409786,0.31,NA,0.77,0.78,0.99,0.53,0.31,NA,0.99,0.53,2066233
"CHIPPEWA COUNTY",2020-10-14,11729,11556,6465,NA,37877,63635,49165,48770,131,116,303,NA,0.0112950508708398,0.0101398601398601,0.0491723466407011,NA,7,667,685,1511,NA,667,654,0.0198776758409786,0.31,NA,0.77,0.78,0.99,0.55,0.31,NA,0.99,0.55,2066233
"CHIPPEWA COUNTY",2020-10-15,11888,11711,6774,NA,37877,63635,49165,48770,159,155,309,NA,0.0135561428936823,0.0134129456559363,0.0477958236658933,NA,7,667,685,1511,NA,667,654,0.0198776758409786,0.31,NA,0.77,0.78,0.99,0.57,0.31,NA,0.99,0.57,2066233
"CHIPPEWA COUNTY",2020-10-16,11963,11814,7036,NA,37877,63635,49165,48770,75,103,262,NA,0.00630888290713324,0.00879514985910682,0.0386772955417774,NA,7,667,685,1511,NA,667,654,0.0198776758409786,0.32,NA,0.77,0.78,0.99,0.59,0.32,NA,0.99,0.59,2066233
"CHIPPEWA COUNTY",2020-10-17,12008,11882,7270,NA,37877,63635,49165,48770,45,68,234,NA,0.00376159826130569,0.00575588285085492,0.0332575326890279,NA,7,667,685,1511,NA,667,654,0.0198776758409786,0.32,NA,0.77,0.78,0.99,0.61,0.32,NA,0.99,0.61,2066233
"CHIPPEWA COUNTY",2020-10-18,12031,11890,7301,NA,37877,63635,49165,48770,23,8,31,NA,0.00191538974017322,0.0006732873253661,0.00426409903713893,NA,7,667,685,1511,NA,667,654,0.0198776758409786,0.32,NA,0.77,0.78,0.99,0.61,0.32,NA,0.99,0.61,2066233
"CHIPPEWA COUNTY",2020-10-19,12046,11915,7303,NA,37877,63635,49165,48770,15,25,2,NA,0.00124677915385255,0.00210260723296888,0.000273935077386659,NA,8,210,247,1513,NA,210,667,-0.685157421289355,0.32,NA,0.77,0.78,0.99,0.61,0.32,NA,0.99,0.61,2066233
"CHIPPEWA COUNTY",2020-10-20,12100,11959,7762,NA,37877,63635,49165,48770,54,44,459,NA,0.00448281587248879,0.00369282417121276,0.0628508831986855,NA,8,210,247,1513,NA,210,667,-0.685157421289355,0.32,NA,0.77,0.78,0.99,0.64,0.32,NA,0.99,0.64,2066233
"CHIPPEWA COUNTY",2020-10-21,12147,12040,8170,782,37877,63635,49165,48770,47,81,408,NA,0.00388429752066116,0.00677314156702065,0.0525637722236537,NA,8,210,247,1513,NA,210,667,-0.685157421289355,0.32,0.02,0.77,0.78,0.99,0.67,0.32,0.02,0.99,0.67,2066233
"CHIPPEWA COUNTY",2020-10-22,12171,12056,8349,1216,37877,63635,49165,48770,24,16,179,434,0.00197579649296122,0.00132890365448505,0.0219094247246022,0.554987212276215,8,210,247,1513,NA,210,667,-0.685157421289355,0.32,0.03,0.77,0.78,0.99,0.69,0.32,0.03,0.99,0.69,2066233
"CHIPPEWA COUNTY",2020-10-23,12187,12086,8543,1669,37877,63635,49165,48770,16,30,194,453,0.00131460027935256,0.00248838752488388,0.0232363157264343,0.372532894736842,8,210,247,1513,NA,210,667,-0.685157421289355,0.32,0.04,0.77,0.78,0.99,0.7,0.32,0.04,0.99,0.7,2066233
"CHIPPEWA COUNTY",2020-10-24,12222,12125,8717,2006,37877,63635,49165,48770,35,39,174,337,0.00287191269385411,0.00322687406917094,0.0203675523820672,0.201917315757939,8,210,247,1513,NA,210,667,-0.685157421289355,0.32,0.05,0.77,0.78,0.99,0.71,0.32,0.05,0.99,0.71,2066233
"CHIPPEWA COUNTY",2020-10-25,12241,12137,8814,2110,37877,63635,49165,48770,19,12,97,104,0.00155457371952217,0.000989690721649485,0.0111276815418148,0.0518444666001994,8,210,247,1513,NA,210,667,-0.685157421289355,0.32,0.06,0.77,0.78,0.99,0.72,0.32,0.06,0.99,0.72,2066233
"CHIPPEWA COUNTY",2020-10-26,12251,12142,8857,2110,37877,63635,49165,48770,10,5,43,0,0.000816926721673066,0.000411963417648513,0.00487860222373497,0,9,42,70,1561,2866,42,210,-0.8,0.32,0.06,0.77,0.78,0.99,0.72,0.32,0.06,0.99,0.72,2066233
"CHIPPEWA COUNTY",2020-10-27,12277,12181,9258,2566,37877,63635,49165,48770,26,39,401,456,0.00212227573259326,0.00321199143468951,0.0452749237890934,0.216113744075829,9,42,70,1561,2866,42,210,-0.8,0.32,0.07,0.77,0.78,0.99,0.75,0.32,0.07,0.99,0.75,2066233
"CHIPPEWA COUNTY",2020-10-28,12298,12201,9514,2989,37877,63635,49165,48770,21,20,256,423,0.00171051559827319,0.00164190132173056,0.027651760639447,0.164848012470772,9,42,70,1561,2866,42,210,-0.8,0.32,0.08,0.77,0.78,0.99,0.77,0.32,0.08,0.99,0.77,2066233
"CHIPPEWA COUNTY",2020-10-29,12308,12213,9673,3467,37877,63635,49165,48770,10,12,159,478,0.000813140348024069,0.000983525940496681,0.0167122135799874,0.159919705587153,9,42,70,1561,2866,42,210,-0.8,0.32,0.09,0.77,0.78,0.99,0.79,0.32,0.09,0.99,0.79,2066233
"CHIPPEWA COUNTY",2020-10-30,12316,12229,9933,4182,37877,63635,49165,48770,8,16,260,715,0.00064998375040624,0.00131007942356505,0.0268789413832317,0.206230170175945,9,42,70,1561,2866,42,210,-0.8,0.33,0.11,0.77,0.78,0.99,0.81,0.33,0.11,0.99,0.81,2066233
